"Show_Name","startYear","Episode_Name","seasonNumber","episodeNumber_in_season","episodeNumber_overall","averageRating","numVotes","tconst","parentTconst"
"Canada: A People's History",2000,"When the World Began",1,1,1,8.1,14,"tt1695156","tt0264228"
"Canada: A People's History",2000,"Adventurers and Mystics",1,2,2,8.8,8,"tt1795116","tt0264228"
"Canada: A People's History",2000,"Claiming the Wilderness",1,3,3,8.8,8,"tt1795117","tt0264228"
"Canada: A People's History",2000,"Battle for a Continent",1,4,4,9,7,"tt1795118","tt0264228"
"Canada: A People's History",2000,"A Question of Loyalties",1,5,5,9.6,12,"tt1794052","tt0264228"
"Canada: A People's History",2000,"The Pathfinders",1,6,6,9.5,8,"tt1794055","tt0264228"
"Canada: A People's History",2000,"Rebellion and Reform",1,7,7,9.4,7,"tt1794053","tt0264228"
"Canada: A People's History",2000,"The Great Enterprise",1,8,8,9,7,"tt1794054","tt0264228"
"Canada: A People's History",2000,"From Sea to Sea",1,9,9,9.4,9,"tt1617321","tt0264228"
"Canada: A People's History",2000,"Taking the West",2,1,10,9.2,7,"tt1617322","tt0264228"
"Canada: A People's History",2000,"The Great Transformation",2,2,11,9.2,7,"tt1949445","tt0264228"
"Canada: A People's History",2000,"Years of Hope and Anger",2,7,12,8.8,8,"tt1948282","tt0264228"
"Canada: A People's History",2000,"In an Uncertain World",2,8,13,9,7,"tt1949441","tt0264228"
