"Show_Name","startYear","Episode_Name","seasonNumber","episodeNumber_in_season","episodeNumber_overall","averageRating","numVotes","tconst","parentTconst"
"Family Feud",1999,"Episode #1.1",1,1,1,7.2,10,"tt1508774","tt0177440"
"Family Feud",1999,"Davis vs Grable",5,6,2,6.5,11,"tt1842636","tt0177440"
"Family Feud",1999,"Davis vs Hardy",5,7,3,7.2,9,"tt1842637","tt0177440"
"Family Feud",1999,"Episode #9.1",9,1,4,7.6,8,"tt1385166","tt0177440"
"Family Feud",1999,"WWE Special: Superstars vs Divas Day 1",9,40,5,6.2,9,"tt1137111","tt0177440"
"Family Feud",1999,"Episode #11.1",11,1,6,8.4,9,"tt1509395","tt0177440"
"Family Feud",1999,"Episode #12.27",12,27,7,7.8,10,"tt3528262","tt0177440"
"Family Feud",1999,"Family Feud TNA Wrestling Special: Day 1",12,80,8,7.6,9,"tt1775756","tt0177440"
"Family Feud",1999,"Family Feud TNA Wrestling Special: Day 2",12,81,9,7.4,9,"tt1775757","tt0177440"
"Family Feud",1999,"Family Feud TNA Wrestling Special: Day 3",12,82,10,7.6,9,"tt1775758","tt0177440"
"Family Feud",1999,"Family Feud TNA Wrestling Special: Day 4",12,83,11,8.4,9,"tt1775759","tt0177440"
"Family Feud",1999,"Family Feud TNA Wrestling Special: Day 5",12,84,12,7.8,9,"tt1775760","tt0177440"
"Family Feud",1999,"Episode #13.1",13,1,13,8.2,11,"tt2057588","tt0177440"
"Family Feud",1999,"Episode #13.2",13,2,14,7.4,9,"tt2199272","tt0177440"
"Family Feud",1999,"Episode #13.4",13,4,15,7.2,9,"tt2199270","tt0177440"
"Family Feud",1999,"Episode #13.5",13,5,16,7.2,9,"tt2199278","tt0177440"
"Family Feud",1999,"Episode #13.61",13,61,17,7,9,"tt2055034","tt0177440"
"Family Feud",1999,"Episode #13.62",13,62,18,7.4,9,"tt2808126","tt0177440"
"Family Feud",1999,"Episode #13.63",13,63,19,7.8,9,"tt2808128","tt0177440"
"Family Feud",1999,"Episode #13.79",13,79,20,8.8,12,"tt3390912","tt0177440"
"Family Feud",1999,"Episode #15.1",15,1,21,7.7,10,"tt3259244","tt0177440"
"Family Feud",1999,"Episode #15.10",15,10,22,6.8,9,"tt6007646","tt0177440"
"Family Feud",1999,"Episode #15.76",15,76,23,7.6,9,"tt6970532","tt0177440"
"Family Feud",1999,"Episode #16.1",16,1,24,8,12,"tt4645586","tt0177440"
"Family Feud",1999,"Episode #16.180",16,180,25,7,8,"tt7837310","tt0177440"
"Family Feud",1999,"Episode #17.1",17,1,26,7.4,8,"tt5028418","tt0177440"
"Family Feud",1999,"Episode #18.1",18,1,27,7,11,"tt5985500","tt0177440"
"Family Feud",1999,"Episode #18.110",18,110,28,7.8,8,"tt7060780","tt0177440"
"Family Feud",1999,"Episode #18.111",18,111,29,7.6,8,"tt7060782","tt0177440"
"Family Feud",1999,"Episode #19.193",19,193,30,8.2,6,"tt8438380","tt0177440"
"Family Feud",1999,"Episode #19.199",19,199,31,6.4,6,"tt8457406","tt0177440"
"Family Feud",1999,"Episode #19.200",19,200,32,6.6,6,"tt8457490","tt0177440"
"Family Feud",1999,"Episode #20.1",20,1,33,8.2,7,"tt9331344","tt0177440"
"Family Feud",1999,"Episode #20.2",20,2,34,7.8,6,"tt9331346","tt0177440"
"Family Feud",1999,"Episode #20.11",20,11,35,7.8,6,"tt9014420","tt0177440"
"Family Feud",1999,"Episode #20.80",20,80,36,8.6,6,"tt9272836","tt0177440"
"Family Feud",1999,"Episode #21.6",21,6,37,7.4,6,"tt10980492","tt0177440"
