"Show_Name","startYear","Episode_Name","seasonNumber","episodeNumber_in_season","episodeNumber_overall","averageRating","numVotes","tconst","parentTconst"
"Why Women Kill",2019,"Murder Means Never Having to Say You're Sorry",1,1,1,8.1,1229,"tt9776994","tt9054904"
"Why Women Kill",2019,"I'd Like to Kill Ya But I Just Washed My Hair",1,2,2,8,993,"tt10359242","tt9054904"
"Why Women Kill",2019,"I Killed Everyone He Did But Backwards and in High Heels",1,3,3,8.1,924,"tt10359246","tt9054904"
"Why Women Kill",2019,"You Had Me at Homicide",1,4,4,8.1,858,"tt10359252","tt9054904"
"Why Women Kill",2019,"There's No Crying in Murder",1,5,5,8.1,828,"tt10359256","tt9054904"
"Why Women Kill",2019,"Practically Lethal in Every Way",1,6,6,8.2,834,"tt10359264","tt9054904"
"Why Women Kill",2019,"I Found Out What the Secret to Murder Is: Friends. Best Friends.",1,7,7,8.3,821,"tt10359268","tt9054904"
"Why Women Kill",2019,"Marriages Don't Break Up on Account of Murder - It's Just a Symptom That Something Else Is Wrong",1,8,8,8.4,825,"tt10359272","tt9054904"
"Why Women Kill",2019,"I Was Just Wondering What Makes Dames Like You So Deadly",1,9,9,8.9,946,"tt10359278","tt9054904"
"Why Women Kill",2019,"Kill Me as If It Were the Last Time",1,10,10,9.3,1496,"tt10359238","tt9054904"
"Why Women Kill",2019,"Secret Beyond the Door",2,1,11,7.9,869,"tt11143152","tt9054904"
"Why Women Kill",2019,"The Woman in the Window",2,2,12,7.8,660,"tt13629582","tt9054904"
"Why Women Kill",2019,"Lady in the Lake",2,3,13,7.8,600,"tt13629586","tt9054904"
"Why Women Kill",2019,"Scene of the Crime",2,4,14,7.7,577,"tt13629588","tt9054904"
"Why Women Kill",2019,"They Made Me a Killer",2,5,15,7.9,555,"tt13629594","tt9054904"
"Why Women Kill",2019,"Dangerous Intruder",2,6,16,8.1,551,"tt13629592","tt9054904"
"Why Women Kill",2019,"The Woman in Question",2,7,17,7.9,510,"tt13629598","tt9054904"
"Why Women Kill",2019,"Murder My Sweet",2,8,18,8,507,"tt13629600","tt9054904"
"Why Women Kill",2019,"The Unguarded Moment",2,9,19,8.2,521,"tt13629604","tt9054904"
"Why Women Kill",2019,"The Lady Confesses",2,10,20,7.5,625,"tt13629606","tt9054904"
