"Show_Name","startYear","Episode_Name","seasonNumber","episodeNumber_in_season","episodeNumber_overall","averageRating","numVotes","tconst","parentTconst"
"Nightflyers",2018,"All That We Left Behind",1,1,1,6.6,858,"tt8086466","tt6903284"
"Nightflyers",2018,"Torches and Pitchforks",1,2,2,6.8,659,"tt8079734","tt6903284"
"Nightflyers",2018,"The Abyss Stares Back",1,3,3,6.9,613,"tt8086472","tt6903284"
"Nightflyers",2018,"White Rabbit",1,4,4,6.9,561,"tt8318518","tt6903284"
"Nightflyers",2018,"Greywing",1,5,5,6.7,526,"tt8079738","tt6903284"
"Nightflyers",2018,"The Sacred Gift",1,6,6,6.8,529,"tt8310406","tt6903284"
"Nightflyers",2018,"Transmission",1,7,7,6.7,489,"tt8079742","tt6903284"
"Nightflyers",2018,"Rebirth",1,8,8,6.9,472,"tt8079748","tt6903284"
"Nightflyers",2018,"Icarus",1,9,9,6.8,466,"tt7972526","tt6903284"
"Nightflyers",2018,"All That We Have Found",1,10,10,6,530,"tt8580238","tt6903284"
