"Show_Name","startYear","Episode_Name","seasonNumber","episodeNumber_in_season","episodeNumber_overall","averageRating","numVotes","tconst","parentTconst"
"Devious Maids",2013,"Pilot",1,1,1,7.7,433,"tt2254788","tt2226342"
"Devious Maids",2013,"Setting the Table",1,2,2,7.6,326,"tt2529236","tt2226342"
"Devious Maids",2013,"Wiping Away the Past",1,3,3,7.8,284,"tt2583386","tt2226342"
"Devious Maids",2013,"Making Your Bed",1,4,4,8,282,"tt2583388","tt2226342"
"Devious Maids",2013,"Taking Out the Trash",1,5,5,7.9,285,"tt2599184","tt2226342"
"Devious Maids",2013,"Walking the Dog",1,6,6,7.9,265,"tt2831612","tt2226342"
"Devious Maids",2013,"Taking a Message",1,7,7,8.1,256,"tt2831614","tt2226342"
"Devious Maids",2013,"Minding the Baby",1,8,8,8.1,248,"tt2776482","tt2226342"
"Devious Maids",2013,"Scrambling the Eggs",1,9,9,8,252,"tt2795764","tt2226342"
"Devious Maids",2013,"Hanging the Drapes",1,10,10,8,236,"tt2781160","tt2226342"
"Devious Maids",2013,"Cleaning Out the Closet",1,11,11,8.1,235,"tt2831616","tt2226342"
"Devious Maids",2013,"Getting Out the Blood",1,12,12,8.3,247,"tt2831588","tt2226342"
"Devious Maids",2013,"Totally Clean",1,13,13,8.6,281,"tt2831590","tt2226342"
"Devious Maids",2013,"An Ideal Husband",2,1,14,7.8,244,"tt3143046","tt2226342"
"Devious Maids",2013,"The Dark at the Top of the Stairs",2,2,15,8,208,"tt3199014","tt2226342"
"Devious Maids",2013,"Dangerous Liaisons",2,3,16,8.1,197,"tt3199018","tt2226342"
"Devious Maids",2013,"Crimes of the Heart",2,4,17,7.9,200,"tt3199022","tt2226342"
"Devious Maids",2013,"The Bad Seed",2,5,18,7.9,197,"tt3199024","tt2226342"
"Devious Maids",2013,"Private Lives",2,6,19,7.8,200,"tt3199020","tt2226342"
"Devious Maids",2013,"Betrayal",2,7,20,8,200,"tt3199026","tt2226342"
"Devious Maids",2013,"Night Mother",2,8,21,7.9,195,"tt3199030","tt2226342"
"Devious Maids",2013,"The Visit",2,9,22,8,203,"tt3199032","tt2226342"
"Devious Maids",2013,"Long Day's Journey Into Night",2,10,23,7.9,194,"tt3199034","tt2226342"
"Devious Maids",2013,"You Can't Take It with You",2,11,24,7.9,196,"tt3199040","tt2226342"
"Devious Maids",2013,"Proof",2,12,25,8,194,"tt3199036","tt2226342"
"Devious Maids",2013,"Look Back in Anger",2,13,26,8.4,241,"tt3199038","tt2226342"
"Devious Maids",2013,"Awakenings",3,1,27,8.4,290,"tt4067864","tt2226342"
"Devious Maids",2013,"From Here to Eternity",3,2,28,8,219,"tt4078652","tt2226342"
"Devious Maids",2013,"The Awful Truth",3,3,29,8.3,220,"tt4067862","tt2226342"
"Devious Maids",2013,"Since You Went Away",3,4,30,8.1,202,"tt4067866","tt2226342"
"Devious Maids",2013,"The Talk of the Town",3,5,31,7.9,189,"tt4067868","tt2226342"
"Devious Maids",2013,"She Done Him Wrong",3,6,32,8,193,"tt4067870","tt2226342"
"Devious Maids",2013,"The Turning Point",3,7,33,8.1,193,"tt4067860","tt2226342"
"Devious Maids",2013,"Cries and Whispers",3,8,34,7.9,172,"tt4067872","tt2226342"
"Devious Maids",2013,"Bad Girl",3,9,35,8.2,193,"tt4067878","tt2226342"
"Devious Maids",2013,"Whiplash",3,10,36,8.3,181,"tt4067876","tt2226342"
"Devious Maids",2013,"Terms of Endearment",3,11,37,8,174,"tt4067880","tt2226342"
"Devious Maids",2013,"Suspicion",3,12,38,8.1,181,"tt4067874","tt2226342"
"Devious Maids",2013,"Anatomy of a Murder",3,13,39,8.7,293,"tt4223966","tt2226342"
"Devious Maids",2013,"Once More Unto the Bleach",4,1,40,8.4,231,"tt5058580","tt2226342"
"Devious Maids",2013,"Another One Wipes the Dust",4,2,41,8.1,190,"tt5058584","tt2226342"
"Devious Maids",2013,"War and Grease",4,3,42,8,184,"tt5058592","tt2226342"
"Devious Maids",2013,"Sweeping with the Enemy",4,4,43,8.3,180,"tt5058588","tt2226342"
"Devious Maids",2013,"A Time To Spill",4,5,44,8.2,177,"tt5058598","tt2226342"
"Devious Maids",2013,"The Maid Who Knew Too Much",4,6,45,8.1,176,"tt5058596","tt2226342"
"Devious Maids",2013,"Blood Sweat and Smears",4,7,46,8,163,"tt5058600","tt2226342"
"Devious Maids",2013,"I Saw the Shine",4,8,47,8.2,163,"tt5058606","tt2226342"
"Devious Maids",2013,"Much Ado About Buffing",4,9,48,8.3,163,"tt5058604","tt2226342"
"Devious Maids",2013,"Grime and Punishment",4,10,49,9,260,"tt5058610","tt2226342"
