"Show_Name","startYear","Episode_Name","seasonNumber","episodeNumber_in_season","episodeNumber_overall","averageRating","numVotes","tconst","parentTconst"
"Upload",2020,"Welcome to Upload",1,1,1,7.6,2626,"tt9072146","tt7826376"
"Upload",2020,"Five Stars",1,2,2,7.6,2160,"tt9072148","tt7826376"
"Upload",2020,"The Funeral",1,3,3,7.5,2018,"tt9072150","tt7826376"
"Upload",2020,"The Sex Suit",1,4,4,7.7,1950,"tt9072152","tt7826376"
"Upload",2020,"The Grey Market",1,5,5,7.9,1964,"tt9072154","tt7826376"
"Upload",2020,"The Sleepover",1,6,6,7.6,1853,"tt9072156","tt7826376"
"Upload",2020,"Bring Your Dad to Work Day",1,7,7,7.6,1809,"tt9072158","tt7826376"
"Upload",2020,"Shopping Other Digital After-Lives",1,8,8,7.8,1802,"tt9072160","tt7826376"
"Upload",2020,"Update Eve",1,9,9,8,1872,"tt9072162","tt7826376"
"Upload",2020,"Freeyond",1,10,10,8.2,2167,"tt9072164","tt7826376"
"Upload",2020,"Welcome Back Mr. Brown",2,1,11,6.9,1351,"tt12284136","tt7826376"
"Upload",2020,"Dinner Party",2,2,12,7.2,1176,"tt14026776","tt7826376"
"Upload",2020,"Robin Hood",2,3,13,7.5,1127,"tt14026650","tt7826376"
"Upload",2020,"Family Day",2,4,14,7.3,1086,"tt17174776","tt7826376"
"Upload",2020,"Mind Frisk",2,5,15,7.5,1072,"tt17174874","tt7826376"
"Upload",2020,"The Outing",2,6,16,7.4,1059,"tt17174910","tt7826376"
"Upload",2020,"Download",2,7,17,7.7,1283,"tt14715678","tt7826376"
"Upload",2020,"Ticking Clock",3,1,18,6.9,794,"tt20214744","tt7826376"
"Upload",2020,"Strawberry",3,2,19,6.5,741,"tt28710583","tt7826376"
"Upload",2020,"CyberDiscountDay",3,3,20,6.8,624,"tt28710584","tt7826376"
"Upload",2020,"Download Doctor",3,4,21,6.9,622,"tt28710585","tt7826376"
"Upload",2020,"Rescue Mission",3,5,22,7.2,572,"tt28710596","tt7826376"
"Upload",2020,"Memory Crackers",3,6,23,7,567,"tt28710598","tt7826376"
"Upload",2020,"Upload Day",3,7,24,7,523,"tt28710599","tt7826376"
"Upload",2020,"Flesh and Blood",3,8,25,7.5,600,"tt28710600","tt7826376"
