"Show_Name","startYear","Episode_Name","seasonNumber","episodeNumber_in_season","episodeNumber_overall","averageRating","numVotes","tconst","parentTconst"
"What the ....!",2019,"Buenas Noches",1,1,1,10,10,"tt11464370","tt11464266"
"What the ....!",2019,"Nudo de Corbata",1,2,2,9.5,11,"tt11496156","tt11464266"
"What the ....!",2019,"Irreversible Loss",1,3,3,10,10,"tt11574630","tt11464266"
"What the ....!",2019,"Mucha Mierda",1,4,4,10,9,"tt11621416","tt11464266"
"What the ....!",2019,"Okupa2",1,5,5,9.3,11,"tt11667036","tt11464266"
"What the ....!",2019,"Ratpack",1,6,6,10,10,"tt11728482","tt11464266"
"What the ....!",2019,"Mi Momento Ha Llegado",2,1,7,10,9,"tt13280392","tt11464266"
"What the ....!",2019,"Gwendoline",2,2,8,10,9,"tt13403284","tt11464266"
"What the ....!",2019,"Crybaby",2,3,9,9.1,10,"tt13444810","tt11464266"
"What the ....!",2019,"Pienso Luego Hablo",2,5,10,10,7,"tt13544062","tt11464266"
"What the ....!",2019,"Pa'ella",2,6,11,10,8,"tt13580804","tt11464266"
"What the ....!",2019,"Oodishon",2,7,12,10,8,"tt13622896","tt11464266"
