"Show_Name","startYear","Episode_Name","seasonNumber","episodeNumber_in_season","episodeNumber_overall","averageRating","numVotes","tconst","parentTconst"
"He-Man and the Masters of the Universe",1983,"Diamond Ray of Disappearance",1,1,1,7.3,289,"tt0781877","tt0126158"
"He-Man and the Masters of the Universe",1983,"The Cosmic Comet",1,2,3,6.5,294,"tt0781879","tt0126158"
"He-Man and the Masters of the Universe",1983,"The Shaping Staff",1,3,5,7.1,224,"tt0598556","tt0126158"
"He-Man and the Masters of the Universe",1983,"Disappearing Act",1,4,7,6.9,202,"tt0781878","tt0126158"
"He-Man and the Masters of the Universe",1983,"She-Demon of Phantos",1,5,9,7.1,187,"tt0785451","tt0126158"
"He-Man and the Masters of the Universe",1983,"Teela's Quest",1,6,11,7.7,217,"tt0785973","tt0126158"
"He-Man and the Masters of the Universe",1983,"The Curse of the Spellstone",1,7,13,7,176,"tt0785452","tt0126158"
"He-Man and the Masters of the Universe",1983,"The Time Corridor",1,8,15,6.9,168,"tt0785454","tt0126158"
"He-Man and the Masters of the Universe",1983,"The Dragon Invasion",1,9,17,7.3,178,"tt0785453","tt0126158"
"He-Man and the Masters of the Universe",1983,"A Friend in Need",1,10,19,7.1,152,"tt0785971","tt0126158"
"He-Man and the Masters of the Universe",1983,"Masks of Power",1,11,21,6.9,149,"tt0785972","tt0126158"
"He-Man and the Masters of the Universe",1983,"Evil-Lyn's Plot",1,12,23,7,147,"tt0785450","tt0126158"
"He-Man and the Masters of the Universe",1983,"Like Father Like Daughter",1,13,25,6.8,141,"tt0794768","tt0126158"
"He-Man and the Masters of the Universe",1983,"Colossor Awakes",1,14,27,7,163,"tt0794765","tt0126158"
"He-Man and the Masters of the Universe",1983,"A Beastly Sideshow",1,15,29,7.2,139,"tt0794764","tt0126158"
"He-Man and the Masters of the Universe",1983,"Reign of the Monster",1,16,31,7.4,154,"tt0794770","tt0126158"
"He-Man and the Masters of the Universe",1983,"Daimar the Demon",1,17,33,7.1,141,"tt0794766","tt0126158"
"He-Man and the Masters of the Universe",1983,"Creatures from the Tar Swamp",1,18,36,7.2,140,"tt0794772","tt0126158"
"He-Man and the Masters of the Universe",1983,"Quest for He-man",1,19,37,7.3,152,"tt0794769","tt0126158"
"He-Man and the Masters of the Universe",1983,"Dawn of Dragoon",1,20,39,7.2,139,"tt0794767","tt0126158"
"He-Man and the Masters of the Universe",1983,"The Royal Cousin",1,21,41,6.7,128,"tt0794774","tt0126158"
"He-Man and the Masters of the Universe",1983,"Song of Celice",1,22,44,7.2,140,"tt0794771","tt0126158"
"He-Man and the Masters of the Universe",1983,"Orko's Favorite Uncle",1,23,45,6.7,124,"tt0801214","tt0126158"
"He-Man and the Masters of the Universe",1983,"Wizard of Stone Mountain",1,24,47,7.3,134,"tt0801241","tt0126158"
"He-Man and the Masters of the Universe",1983,"Evilseed",1,25,49,7.9,149,"tt0801208","tt0126158"
"He-Man and the Masters of the Universe",1983,"Ordeal in the Darklands",1,26,51,6.9,122,"tt0801213","tt0126158"
"He-Man and the Masters of the Universe",1983,"The Return of Orko's Uncle",1,27,53,6.8,126,"tt0794773","tt0126158"
"He-Man and the Masters of the Universe",1983,"The Defection",1,28,54,7.2,119,"tt0801224","tt0126158"
"He-Man and the Masters of the Universe",1983,"Prince Adam No More",1,29,55,7.4,137,"tt0801217","tt0126158"
"He-Man and the Masters of the Universe",1983,"The Taking of Grayskull",1,30,56,7.2,125,"tt0801237","tt0126158"
"He-Man and the Masters of the Universe",1983,"A Tale of Two Cities",1,31,57,7.1,117,"tt0801202","tt0126158"
"He-Man and the Masters of the Universe",1983,"Search for the VHO",1,32,58,7.2,111,"tt0801221","tt0126158"
"He-Man and the Masters of the Universe",1983,"The Starchild",1,33,59,7,114,"tt0801236","tt0126158"
"He-Man and the Masters of the Universe",1983,"The Dragon's Gift",1,34,60,7.5,132,"tt0801225","tt0126158"
"He-Man and the Masters of the Universe",1983,"The Sleepers Awaken",1,35,61,7.4,116,"tt0598557","tt0126158"
"He-Man and the Masters of the Universe",1983,"The Search",1,36,62,7.4,118,"tt0801235","tt0126158"
"He-Man and the Masters of the Universe",1983,"It's Not My Fault",1,37,63,6.6,110,"tt0801211","tt0126158"
"He-Man and the Masters of the Universe",1983,"Valley of Power",1,38,64,7,112,"tt0801240","tt0126158"
"He-Man and the Masters of the Universe",1983,"Trouble in Arcadia",1,39,65,7,114,"tt0801239","tt0126158"
"He-Man and the Masters of the Universe",1983,"The House of Shokoti: Part 1",1,40,66,7.1,116,"tt0801227","tt0126158"
"He-Man and the Masters of the Universe",1983,"The House of Shokoti: Part 2",1,41,67,7.3,113,"tt0801228","tt0126158"
"He-Man and the Masters of the Universe",1983,"Double Edged Sword",1,42,68,7.3,117,"tt0801205","tt0126158"
"He-Man and the Masters of the Universe",1983,"The Mystery of Man-E-Faces",1,43,69,7,120,"tt0801230","tt0126158"
"He-Man and the Masters of the Universe",1983,"The Region of Ice",1,44,70,7.3,111,"tt0801232","tt0126158"
"He-Man and the Masters of the Universe",1983,"Orko's Missing Magic",1,45,71,6.6,107,"tt0801215","tt0126158"
"He-Man and the Masters of the Universe",1983,"Eternal Darkness",1,46,72,7.2,112,"tt0801207","tt0126158"
"He-Man and the Masters of the Universe",1983,"Keeper of the Ancient Ruins",1,47,73,6.7,109,"tt0801212","tt0126158"
"He-Man and the Masters of the Universe",1983,"Return of Evil",1,48,74,7.1,103,"tt0801219","tt0126158"
